date_time,tournament_id,player1_name,player2_name,points1,points2
2020-10-01 04:44:45.933000+00:00,WalaCuMP,vadim1177,vjhjpjd,0,1
2020-10-01 04:44:45.933000+00:00,WalaCuMP,DariPalma,chesspract,1,0
2020-10-01 04:44:45.933000+00:00,WalaCuMP,Isto,williamchoco,0,1
2020-10-01 04:44:45.933000+00:00,WalaCuMP,V15ta,Calas,1,0
2020-10-01 04:44:45.933000+00:00,WalaCuMP,ScandinavianMaster,DjReyna,0,1
2020-10-01 04:44:45.933000+00:00,WalaCuMP,FelipeFernandez,ddartis94,0,1
2020-10-01 04:44:45.933000+00:00,WalaCuMP,VyachMykhTrof,adi_nuzam,1,0
2020-10-01 04:44:45.934000+00:00,WalaCuMP,Manue_15,doshan,0,1
2020-10-01 04:44:45.933000+00:00,WalaCuMP,bilythekid,dasaju075,0,1
2020-10-01 04:44:45.933000+00:00,WalaCuMP,onilio_madlate,Migsjr01,0,1
2020-10-01 04:44:45.945000+00:00,WalaCuMP,doktor_fausto,black_horse4,0,1
2020-10-01 04:43:48.459000+00:00,WalaCuMP,varshinibhagath,kishanthakkar14,1,0
2020-10-01 04:43:48.459000+00:00,WalaCuMP,jonathan945,YepesPalacios,0,1
2020-10-01 04:43:48.459000+00:00,WalaCuMP,Kondari,PranjalPandey09,1,0
2020-10-01 04:43:48.459000+00:00,WalaCuMP,Jan75,koreakhf9,1,0
2020-10-01 04:43:48.459000+00:00,WalaCuMP,Maikolfraile,chauke,0,1
2020-10-01 04:43:48.459000+00:00,WalaCuMP,smartweaselwtf,Alexdrez1,1,0
2020-10-01 04:43:48.459000+00:00,WalaCuMP,Zec_FC,VyachMykhTrof,0,1
2020-10-01 04:43:48.459000+00:00,WalaCuMP,VedanshuB,Begginer2020,1,0
2020-10-01 04:42:59.041000+00:00,WalaCuMP,adi_nuzam,Manue_15,1,0
2020-10-01 04:42:59.041000+00:00,WalaCuMP,juansed,schelldg,1,0
2020-10-01 04:42:59.041000+00:00,WalaCuMP,dulal1,robertg6,1,0
2020-10-01 04:42:59.041000+00:00,WalaCuMP,muhammad_yusuf,Voopoo2,1,0
2020-10-01 04:42:09.790000+00:00,WalaCuMP,AmaguaKevin1,FernandoRC,0,1
2020-10-01 04:42:09.790000+00:00,WalaCuMP,abhijit1970,AHS2020,1,0
2020-10-01 04:42:09.790000+00:00,WalaCuMP,nicefrog8,lewisischess,1,0
2020-10-01 04:42:09.790000+00:00,WalaCuMP,williamchoco,GI00,1,0
2020-10-01 04:42:09.790000+00:00,WalaCuMP,srb13,Luis99dl,0,1
2020-10-01 04:42:09.790000+00:00,WalaCuMP,rozis,gabrielgaia16,1,0
2020-10-01 04:42:09.790000+00:00,WalaCuMP,GREGORIENGMAMAN_UNAP,mahesh7080,0,1
2020-10-01 04:41:22.579000+00:00,WalaCuMP,Azriki-Wasrianto,Andreyy,1,0
2020-10-01 04:41:22.579000+00:00,WalaCuMP,Tomberlay,me-rci,1,0
2020-10-01 04:41:22.579000+00:00,WalaCuMP,V1CK27,Mayank470,0,1
2020-10-01 04:41:22.579000+00:00,WalaCuMP,kishanthakkar14,smartweaselwtf,1,0
2020-10-01 04:41:22.579000+00:00,WalaCuMP,Begginer2020,Kondari,0,1
2020-10-01 04:41:22.579000+00:00,WalaCuMP,alano1,Jaimetoro,1,0
2020-10-01 04:41:22.579000+00:00,WalaCuMP,KingHunter776,aleks45,1,0
2020-10-01 04:40:39.478000+00:00,WalaCuMP,windows0064,Lord_Lich,0,1
2020-10-01 04:40:39.478000+00:00,WalaCuMP,jaimem1967,amacalo,0,1
2020-10-01 04:40:39.478000+00:00,WalaCuMP,skshdke,vargaferencz,1,0
2020-10-01 04:40:39.479000+00:00,WalaCuMP,ollaco60,LedyaevYN,1,0
2020-10-01 04:40:39.478000+00:00,WalaCuMP,pelpison,Nvcxz,0,1
2020-10-01 04:39:58.077000+00:00,WalaCuMP,Maxi-GV,ArturoGamboa,0,1
2020-10-01 04:39:58.077000+00:00,WalaCuMP,ScandinavianMaster,rozis,0,1
2020-10-01 04:39:58.077000+00:00,WalaCuMP,MCC_LIKITAN,ANNGEL,1,0
2020-10-01 04:39:58.077000+00:00,WalaCuMP,Alexdrez1,Hary_art2020,1,0
2020-10-01 04:39:18.999000+00:00,WalaCuMP,LuisVia,asdunmire,0,1
2020-10-01 04:39:18.999000+00:00,WalaCuMP,AvivCensor,tyler2020,1,0
2020-10-01 04:39:18.999000+00:00,WalaCuMP,supardilpg,dragonbr,0,1
2020-10-01 04:39:18.999000+00:00,WalaCuMP,Aditya_1507,Migsjr01,0,1
2020-10-01 04:39:18.999000+00:00,WalaCuMP,alano1,kishanthakkar14,0,1
2020-10-01 04:39:18.999000+00:00,WalaCuMP,jonathan945,chesspract,0,1
2020-10-01 04:39:19.032000+00:00,WalaCuMP,koreakhf9,VedanshuB,1,0
2020-10-01 04:38:39.939000+00:00,WalaCuMP,ghn18,mehdinahangi20,1,0
2020-10-01 04:38:39.940000+00:00,WalaCuMP,cachaulo,Mrcdsafz,0,1
2020-10-01 04:38:39.939000+00:00,WalaCuMP,ZeroDan09,Joe_20,1,0
2020-10-01 04:38:39.939000+00:00,WalaCuMP,magahghufron,Ramdan1_arsy4d,0,1
2020-10-01 04:38:39.939000+00:00,WalaCuMP,carlosgovea4444,GarrinchaMane,1,0
2020-10-01 04:38:39.939000+00:00,WalaCuMP,oliviosantos123,Ehsanullah22,1,0
2020-10-01 04:38:39.939000+00:00,WalaCuMP,bonkas,reza974,1,0
2020-10-01 04:38:39.939000+00:00,WalaCuMP,Jorge_Reynoso,Dimas2007,1,0
2020-10-01 04:38:39.939000+00:00,WalaCuMP,afhis,Syrohell,0,1
2020-10-01 04:38:39.939000+00:00,WalaCuMP,Omelehw,StabboCrabbo,0,1
2020-10-01 04:38:39.939000+00:00,WalaCuMP,Saporna03,Soulcheese,1,0
2020-10-01 04:38:39.939000+00:00,WalaCuMP,yrrej78,AmaguaKevin1,0,1
2020-10-01 04:38:00.849000+00:00,WalaCuMP,vios316,TheMailMan,0,1
2020-10-01 04:38:00.850000+00:00,WalaCuMP,juansed,llamaduck,1,0
2020-10-01 04:38:00.850000+00:00,WalaCuMP,ArturoGamboa,KingHunter776,1,0
2020-10-01 04:38:00.850000+00:00,WalaCuMP,YepesPalacios,unbeknownst,1,0
2020-10-01 04:38:00.850000+00:00,WalaCuMP,emilio21,kyrmaocho,0,1
2020-10-01 04:37:21.804000+00:00,WalaCuMP,ramesh1989,ClaudioCanovas,0,1
2020-10-01 04:37:21.804000+00:00,WalaCuMP,strikersama,SebaDG,1,0
2020-10-01 04:37:21.804000+00:00,WalaCuMP,azis1996,omniwinner,0,1
2020-10-01 04:37:21.804000+00:00,WalaCuMP,edwinkorir,El_enigma,0,0
2020-10-01 04:37:21.804000+00:00,WalaCuMP,Maikolfraile,PranjalPandey09,0,1
2020-10-01 04:37:21.804000+00:00,WalaCuMP,robertg6,Manue_15,1,0
2020-10-01 04:37:21.804000+00:00,WalaCuMP,digamber112,William-white,1,0
2020-10-01 04:37:21.804000+00:00,WalaCuMP,dragonbr,jonathan945,1,0
2020-10-01 04:37:21.844000+00:00,WalaCuMP,aleks45,V1CK27,0,1
2020-10-01 04:36:40.721000+00:00,WalaCuMP,dasaju075,Ilpollochef,0,1
2020-10-01 04:36:40.721000+00:00,WalaCuMP,yuva_10,guitarra,0,1
2020-10-01 04:36:40.721000+00:00,WalaCuMP,Kondari,gabrielgaia16,0,1
2020-10-01 04:36:40.721000+00:00,WalaCuMP,kylegarcia04,MzantsiTal,1,0
2020-10-01 04:35:41.112000+00:00,WalaCuMP,mebarokraine,Waste_time,1,0
2020-10-01 04:35:41.112000+00:00,WalaCuMP,doktor_fausto,Calas,1,0
2020-10-01 04:35:41.112000+00:00,WalaCuMP,VedanshuB,Alexdrez1,0,1
2020-10-01 04:35:41.112000+00:00,WalaCuMP,InviCrawell,Isto,0,0
2020-10-01 04:35:41.112000+00:00,WalaCuMP,Ramdan1_arsy4d,Ghost73,1,0
2020-10-01 04:35:41.112000+00:00,WalaCuMP,chauke,Ashutosh7047D,1,0
2020-10-01 04:35:00.029000+00:00,WalaCuMP,suyash9357,CDR_SNIPER,0,1
2020-10-01 04:35:00.029000+00:00,WalaCuMP,Jaimetoro,skshdke,1,0
2020-10-01 04:35:00.029000+00:00,WalaCuMP,StabboCrabbo,supardilpg,0,1
2020-10-01 04:35:00.029000+00:00,WalaCuMP,Kotelok18,ollaco60,0,1
2020-10-01 04:35:00.029000+00:00,WalaCuMP,Andreyy,Tomberlay,1,0
2020-10-01 04:35:00.029000+00:00,WalaCuMP,vjhjpjd,V15ta,0,1
2020-10-01 04:35:00.068000+00:00,WalaCuMP,koreakhf9,LuisVia,0,1
2020-10-01 04:34:20.931000+00:00,WalaCuMP,ddartis94,bilythekid,1,0
2020-10-01 04:34:20.931000+00:00,WalaCuMP,Voopoo2,GREGORIENGMAMAN_UNAP,1,0
2020-10-01 04:34:20.931000+00:00,WalaCuMP,Dimas2007,Omelehw,1,0
2020-10-01 04:34:20.931000+00:00,WalaCuMP,Mayank470,abhijit1970,0,1
2020-10-01 04:34:20.931000+00:00,WalaCuMP,TheMailMan,YepesPalacios,1,0
2020-10-01 04:34:20.931000+00:00,WalaCuMP,black_horse4,DariPalma,0,0
2020-10-01 04:34:20.931000+00:00,WalaCuMP,asdunmire,AvivCensor,1,0
2020-10-01 04:33:41.943000+00:00,WalaCuMP,Daplun,kylegarcia04,0,1
2020-10-01 04:33:41.943000+00:00,WalaCuMP,younes1668,onilio_madlate,0,1
2020-10-01 04:33:41.943000+00:00,WalaCuMP,schelldg,Jan75,0,1
2020-10-01 04:33:41.943000+00:00,WalaCuMP,Lord_Lich,jaimem1967,1,0
2020-10-01 04:33:41.943000+00:00,WalaCuMP,unbeknownst,jtbk,1,0
2020-10-01 04:33:41.943000+00:00,WalaCuMP,GarrinchaMane,ghn18,1,0
2020-10-01 04:33:41.943000+00:00,WalaCuMP,Nvcxz,smartweaselwtf,1,0
2020-10-01 04:33:41.943000+00:00,WalaCuMP,miheevoleg,cler_Fernando,1,0
2020-10-01 04:33:41.943000+00:00,WalaCuMP,sinop57,alano1,0,1
2020-10-01 04:33:41.979000+00:00,WalaCuMP,DjReyna,FelipeFernandez,1,0
2020-10-01 04:33:41.980000+00:00,WalaCuMP,SebaDG,aleks45,1,0
2020-10-01 04:33:02.871000+00:00,WalaCuMP,izaba,Niconiko,1,0
2020-10-01 04:33:02.871000+00:00,WalaCuMP,muhammad_yusuf,adi_nuzam,1,0
2020-10-01 04:33:02.871000+00:00,WalaCuMP,Akshay_88,Azriki-Wasrianto,0,1
2020-10-01 04:33:02.871000+00:00,WalaCuMP,nurjanov,guntur,1,0
2020-10-01 04:33:02.871000+00:00,WalaCuMP,GREGORIENGMAMAN_UNAP,Saporna03,0,1
2020-10-01 04:33:02.871000+00:00,WalaCuMP,ANNGEL,Mr_HAMIDI,1,0
2020-10-01 04:33:02.871000+00:00,WalaCuMP,jonathan945,ramesh1989,1,0
2020-10-01 04:33:02.871000+00:00,WalaCuMP,ghn18,justpep_et,1,0
2020-10-01 04:33:02.871000+00:00,WalaCuMP,Waste_time,rafaelrs25,1,0
2020-10-01 04:33:02.871000+00:00,WalaCuMP,jkeillor,vadim1177,0,1
2020-10-01 04:32:21.769000+00:00,WalaCuMP,asdunmire,ddartis94,1,0
2020-10-01 04:32:21.769000+00:00,WalaCuMP,intro_bard_bot,josellp,1,0
2020-10-01 04:32:21.769000+00:00,WalaCuMP,digamber112,azis1996,1,0
2020-10-01 04:32:21.769000+00:00,WalaCuMP,Mrcdsafz,ZeroDan09,1,0
2020-10-01 04:32:21.769000+00:00,WalaCuMP,dwiprayoga,oliviosantos123,0,1
2020-10-01 04:32:21.770000+00:00,WalaCuMP,lewisischess,williamchoco,0,1
2020-10-01 04:32:21.769000+00:00,WalaCuMP,Ashutosh7047D,Ramdan1_arsy4d,0,1
2020-10-01 04:32:21.769000+00:00,WalaCuMP,JoseChupa_UNAP,koreakhf9,0,1
2020-10-01 04:32:21.769000+00:00,WalaCuMP,me-rci,vaderlander,1,0
2020-10-01 04:31:40.753000+00:00,WalaCuMP,GI00,nicefrog8,1,0
2020-10-01 04:31:40.753000+00:00,WalaCuMP,vios316,edwinkorir,1,0
2020-10-01 04:31:40.753000+00:00,WalaCuMP,Calas,VedanshuB,1,0
2020-10-01 04:31:40.753000+00:00,WalaCuMP,windows0064,amacalo,1,0
2020-10-01 04:31:40.753000+00:00,WalaCuMP,Hary_art2020,widja,1,0
2020-10-01 04:31:40.753000+00:00,WalaCuMP,shivamsingh1607,junaidi-jon,1,0
2020-10-01 04:31:40.753000+00:00,WalaCuMP,V1CK27,strikersama,0,1
2020-10-01 04:31:40.753000+00:00,WalaCuMP,FelipeFernandez,sinop57,1,0
2020-10-01 04:31:40.753000+00:00,WalaCuMP,StabboCrabbo,xsgodspeed,1,0
2020-10-01 04:31:40.753000+00:00,WalaCuMP,cachaulo,robertg6,1,0
2020-10-01 04:31:40.753000+00:00,WalaCuMP,aleks45,JoseChupa_UNAP,0,1
2020-10-01 04:30:57.711000+00:00,WalaCuMP,guntur,Akshay_88,0,1
2020-10-01 04:30:57.711000+00:00,WalaCuMP,kishanthakkar14,osamasalah,0,1
2020-10-01 04:30:57.712000+00:00,WalaCuMP,William-white,Andreyy,0,1
2020-10-01 04:30:57.711000+00:00,WalaCuMP,reza974,yrrej78,1,0
2020-10-01 04:30:57.712000+00:00,WalaCuMP,charlie2019,Begginer2020,0,0
2020-10-01 04:30:57.711000+00:00,WalaCuMP,Chichi30,juansed,0,1
2020-10-01 04:30:14.686000+00:00,WalaCuMP,Mr_HAMIDI,huguito2609,1,0
2020-10-01 04:30:14.686000+00:00,WalaCuMP,mehdinahangi20,AmaguaKevin1,1,0
2020-10-01 04:30:14.686000+00:00,WalaCuMP,pelpison,AHS2020,1,0
2020-10-01 04:30:14.686000+00:00,WalaCuMP,FernandoRC,LedyaevYN,1,0
2020-10-01 04:30:14.686000+00:00,WalaCuMP,gabrielgaia16,jeffys729,1,0
2020-10-01 04:29:33.559000+00:00,WalaCuMP,MCC_LIKITAN,Vedanshthepro,0,1
2020-10-01 04:29:33.560000+00:00,WalaCuMP,ghn18,cesars,1,0
2020-10-01 04:29:33.559000+00:00,WalaCuMP,Tomberlay,Kondari,1,0
2020-10-01 04:29:33.559000+00:00,WalaCuMP,Ashutosh7047D,me-rci,0,1
2020-10-01 04:29:33.559000+00:00,WalaCuMP,ClaudioCanovas,Maikolfraile,1,0
2020-10-01 04:29:33.559000+00:00,WalaCuMP,Bandu384,Gusev1956,1,0
2020-10-01 04:29:33.560000+00:00,WalaCuMP,strikersama,aleks45,1,0
2020-10-01 04:29:33.559000+00:00,WalaCuMP,vargaferencz,rozis,0,1
2020-10-01 04:28:54.621000+00:00,WalaCuMP,carlosgovea4444,magahghufron,1,0
2020-10-01 04:28:54.622000+00:00,WalaCuMP,PranjalPandey09,Buhhon77,1,0
2020-10-01 04:28:54.621000+00:00,WalaCuMP,Ehsanullah22,Jorge_Reynoso,1,0
2020-10-01 04:28:54.621000+00:00,WalaCuMP,AvivCensor,black_horse4,0,1
2020-10-01 04:28:54.621000+00:00,WalaCuMP,tyler2020,ScandinavianMaster,1,0
2020-10-01 04:28:13.642000+00:00,WalaCuMP,guntur,ghermansin,1,0
2020-10-01 04:28:13.642000+00:00,WalaCuMP,arjmand,llamaduck,0,1
2020-10-01 04:28:13.642000+00:00,WalaCuMP,VedanshuB,digamber112,1,0
2020-10-01 04:28:13.642000+00:00,WalaCuMP,Gerrit1946,emilio21,0,1
2020-10-01 04:28:13.642000+00:00,WalaCuMP,vadim1177,izaba,0,1
2020-10-01 04:28:13.642000+00:00,WalaCuMP,eemc78,aleks45,1,0
2020-10-01 04:28:13.642000+00:00,WalaCuMP,Philstroke,doktor_fausto,0,1
2020-10-01 04:28:13.642000+00:00,WalaCuMP,Migsjr01,Maxi-GV,0,0
2020-10-01 04:28:13.642000+00:00,WalaCuMP,DariPalma,InviCrawell,1,0
2020-10-01 04:28:13.642000+00:00,WalaCuMP,koreakhf9,lewisischess,0,1
2020-10-01 04:28:13.667000+00:00,WalaCuMP,Syrohell,Gomolemo,1,0
2020-10-01 04:27:32.667000+00:00,WalaCuMP,kyrmaocho,afhis,1,0
2020-10-01 04:27:32.668000+00:00,WalaCuMP,MzantsiTal,Prospirooo,1,0
2020-10-01 04:27:32.668000+00:00,WalaCuMP,Atharvujja,Maikolfraile,0,1
2020-10-01 04:27:32.668000+00:00,WalaCuMP,Joe_20,Soulcheese,0,1
2020-10-01 04:27:32.667000+00:00,WalaCuMP,Alexdrez1,alano1,1,0
2020-10-01 04:27:32.667000+00:00,WalaCuMP,Isto,suyash9357,1,0
2020-10-01 04:27:32.668000+00:00,WalaCuMP,Manue_15,the_408,0,1
2020-10-01 04:27:32.668000+00:00,WalaCuMP,supardilpg,jordhy,1,0
2020-10-01 04:27:32.668000+00:00,WalaCuMP,jtbk,schelldg,0,1
2020-10-01 04:27:32.704000+00:00,WalaCuMP,sasp20,Mayank470,0,1
2020-10-01 04:26:53.296000+00:00,WalaCuMP,Ilpollochef,nashYK,0,1
2020-10-01 04:26:53.297000+00:00,WalaCuMP,Caverudo,yuva_10,0,1
2020-10-01 04:26:53.296000+00:00,WalaCuMP,El_enigma,dragonbr,1,0
2020-10-01 04:26:53.297000+00:00,WalaCuMP,skshdke,CDR_SNIPER,0,1
2020-10-01 04:26:53.297000+00:00,WalaCuMP,Jan75,Daplun,0,1
2020-10-01 04:26:53.297000+00:00,WalaCuMP,ramesh1989,Azriki-Wasrianto,0,1
2020-10-01 04:26:53.297000+00:00,WalaCuMP,Andreyy,yrrej78,1,0
2020-10-01 04:26:53.297000+00:00,WalaCuMP,Bginer,shivamsingh1607,0,1
2020-10-01 04:26:53.297000+00:00,WalaCuMP,ykv72,kylegarcia04,0,1
2020-10-01 04:26:14.302000+00:00,WalaCuMP,kdskashyap,fourKnightsattack247,0,1
2020-10-01 04:26:14.302000+00:00,WalaCuMP,guitarra,Celaslux,0,1
2020-10-01 04:26:14.302000+00:00,WalaCuMP,smartweaselwtf,GarrinchaMane,1,0
2020-10-01 04:26:14.302000+00:00,WalaCuMP,William-white,pelpison,0,1
2020-10-01 04:26:14.302000+00:00,WalaCuMP,edwinkorir,junaidi-jon,1,0
2020-10-01 04:26:14.302000+00:00,WalaCuMP,Jaimetoro,Ghost73,0,1
2020-10-01 04:25:29.087000+00:00,WalaCuMP,rafaelrs25,jonathan945,1,0
2020-10-01 04:25:29.088000+00:00,WalaCuMP,justpep_et,DrManqinarh77,1,0
2020-10-01 04:25:29.088000+00:00,WalaCuMP,azis1996,intro_bard_bot,0,1
2020-10-01 04:25:29.087000+00:00,WalaCuMP,Leonardtan,younes1668,1,0
2020-10-01 04:25:29.087000+00:00,WalaCuMP,Midnight_Mover,Dimas2007,0,1
2020-10-01 04:25:29.087000+00:00,WalaCuMP,aleks45,Gerrit1946,0,1
2020-10-01 04:25:29.087000+00:00,WalaCuMP,doktor_fausto,emilio21,1,0
2020-10-01 04:25:29.087000+00:00,WalaCuMP,onilio_madlate,Mrcdsafz,1,0
2020-10-01 04:24:48.033000+00:00,WalaCuMP,Mimec,Lord_Lich,1,0
2020-10-01 04:24:48.033000+00:00,WalaCuMP,TheMailMan,PseudoQuasi,1,0
2020-10-01 04:24:48.033000+00:00,WalaCuMP,YepesPalacios,Omelehw,0,1
2020-10-01 04:24:48.033000+00:00,WalaCuMP,me-rci,ClaudioCanovas,0,1
2020-10-01 04:24:48.033000+00:00,WalaCuMP,esinti_7,LuisVia,0,1
2020-10-01 04:24:48.033000+00:00,WalaCuMP,ZeroDan09,williamchoco,0,1
2020-10-01 04:24:48.034000+00:00,WalaCuMP,juanpa102009,shivamsingh1607,0,1
2020-10-01 04:24:48.033000+00:00,WalaCuMP,MzantsiTal,ckr_8-dds-65,1,0
2020-10-01 04:24:48.034000+00:00,WalaCuMP,amacalo,FelipeFernandez,1,0
2020-10-01 04:24:48.033000+00:00,WalaCuMP,Otoritabawaulu,V15ta,0,1
2020-10-01 04:24:48.033000+00:00,WalaCuMP,anotdatao04,GI00,0,1
2020-10-01 04:24:48.034000+00:00,WalaCuMP,Akshay_88,windows0064,1,0
2020-10-01 04:24:48.034000+00:00,WalaCuMP,jaimem1967,vjhjpjd,1,0
2020-10-01 04:24:04.869000+00:00,WalaCuMP,huguito2609,gabrielgaia16,0,1
2020-10-01 04:24:04.869000+00:00,WalaCuMP,Enunfuturo,unbeknownst,0,1
2020-10-01 04:24:04.869000+00:00,WalaCuMP,Waste_time,Revealchess,1,0
2020-10-01 04:24:04.869000+00:00,WalaCuMP,rozis,strikersama,1,0
2020-10-01 04:24:04.869000+00:00,WalaCuMP,Albuks,robertg6,1,0
2020-10-01 04:24:04.870000+00:00,WalaCuMP,crilanbbb,StabboCrabbo,0,1
2020-10-01 04:24:04.870000+00:00,WalaCuMP,Carcas5,mebarokraine,0,1
2020-10-01 04:24:04.870000+00:00,WalaCuMP,ANNGEL,IndigoGamer,0,1
2020-10-01 04:24:04.869000+00:00,WalaCuMP,Joemags75,nurjanov,0,1
2020-10-01 04:23:21.777000+00:00,WalaCuMP,fourKnightsattack247,pelpison,0,1
2020-10-01 04:23:21.777000+00:00,WalaCuMP,Begginer2020,kishanthakkar14,0,0
2020-10-01 04:23:21.777000+00:00,WalaCuMP,Ramdan1_arsy4d,Niconiko,0,1
2020-10-01 04:23:21.777000+00:00,WalaCuMP,sofya66,rj08,1,0
2020-10-01 04:23:21.777000+00:00,WalaCuMP,Calas,varshinibhagath,0,1
2020-10-01 04:23:21.777000+00:00,WalaCuMP,OrionStriker1401,kyrmaocho,1,0
2020-10-01 04:23:21.777000+00:00,WalaCuMP,chesspract,Nvcxz,0,1
2020-10-01 04:22:40.761000+00:00,WalaCuMP,black_horse4,Ehsanullah22,0,1
2020-10-01 04:22:40.762000+00:00,WalaCuMP,Kondari,olegsergeevich00,0,0
2020-10-01 04:22:40.761000+00:00,WalaCuMP,ghermansin,magahghufron,0,1
2020-10-01 04:22:40.761000+00:00,WalaCuMP,JoseChupa_UNAP,TrailBlazer12,0,1
2020-10-01 04:22:40.762000+00:00,WalaCuMP,Kar187,nicefrog8,0,1
2020-10-01 04:22:40.761000+00:00,WalaCuMP,AmaguaKevin1,jeffys729,0,1
2020-10-01 04:22:40.761000+00:00,WalaCuMP,EscanorSamaDa,jkeillor,1,0
2020-10-01 04:22:40.761000+00:00,WalaCuMP,digamber112,Atharvujja,1,0
2020-10-01 04:22:40.761000+00:00,WalaCuMP,doktor_fausto,rafaelrs25,0,1
2020-10-01 04:22:40.761000+00:00,WalaCuMP,junaidi-jon,William-white,1,0
2020-10-01 04:22:40.762000+00:00,WalaCuMP,dwiprayoga,Camellll,1,0
2020-10-01 04:22:40.762000+00:00,WalaCuMP,anna1221,edwinkorir,0,1
2020-10-01 04:22:40.761000+00:00,WalaCuMP,afhis,Isto,1,0
2020-10-01 04:22:40.799000+00:00,WalaCuMP,Jorge_Reynoso,broery,1,0
2020-10-01 04:22:01.726000+00:00,WalaCuMP,ykv72,Caverudo,1,0
2020-10-01 04:22:01.726000+00:00,WalaCuMP,Saqar0314-Eisa,Camellll,0,1
2020-10-01 04:22:01.726000+00:00,WalaCuMP,Mh2027,vios316,0,1
2020-10-01 04:22:01.726000+00:00,WalaCuMP,Midnight_Mover,BonifacioMatti2000s,1,0
2020-10-01 04:22:01.726000+00:00,WalaCuMP,oliviosantos123,josellp,1,0
2020-10-01 04:22:01.726000+00:00,WalaCuMP,Mrcdsafz,BhavyaShish004,0,1
2020-10-01 04:22:01.726000+00:00,WalaCuMP,Hary_art2020,cachaulo,1,0
2020-10-01 04:22:01.726000+00:00,WalaCuMP,PanzerPatzer,schelldg,0,1
2020-10-01 04:22:01.726000+00:00,WalaCuMP,jonathan945,Leonardtan,1,0
2020-10-01 04:22:01.767000+00:00,WalaCuMP,ScandinavianMaster,carlosgovea4444,0,0
2020-10-01 04:21:22.689000+00:00,WalaCuMP,Omelehw,amacalo,1,0
2020-10-01 04:21:22.689000+00:00,WalaCuMP,Prospirooo,jordhy,0,1
2020-10-01 04:21:22.689000+00:00,WalaCuMP,Gerrit1946,preetum,1,0
2020-10-01 04:21:22.689000+00:00,WalaCuMP,Dimas2007,abhijit1970,1,0
2020-10-01 04:21:22.689000+00:00,WalaCuMP,GREGORIENGMAMAN_UNAP,bonkas,0,1
2020-10-01 04:21:22.689000+00:00,WalaCuMP,widja,Igor10816,1,0
2020-10-01 04:21:22.689000+00:00,WalaCuMP,Jeancarlosfranzen,Midnight_Mover,0,1
2020-10-01 04:21:22.689000+00:00,WalaCuMP,strikersama,nurjanov,0,1
2020-10-01 04:21:22.689000+00:00,WalaCuMP,suyash9357,Alexdrez1,1,0
2020-10-01 04:21:22.689000+00:00,WalaCuMP,cavallo-bolso,Itzgagan,1,0
2020-10-01 04:21:22.689000+00:00,WalaCuMP,AvivCensor,bidibu,1,0
2020-10-01 04:20:43.697000+00:00,WalaCuMP,emilio21,smartweaselwtf,0,1
2020-10-01 04:20:43.697000+00:00,WalaCuMP,Amayachess,xsgodspeed,0,1
2020-10-01 04:20:43.697000+00:00,WalaCuMP,Vedanshthepro,Gusev1956,0,0
2020-10-01 04:20:43.698000+00:00,WalaCuMP,vjhjpjd,onilio_madlate,1,0
2020-10-01 04:20:43.697000+00:00,WalaCuMP,AHS2020,reza974,1,0
2020-10-01 04:20:43.698000+00:00,WalaCuMP,Saporna03,nelken77,0,1
2020-10-01 04:20:43.697000+00:00,WalaCuMP,trix77_-com,Abigail_tala,0,1
2020-10-01 04:20:43.697000+00:00,WalaCuMP,Mehrann62,Philstroke,0,1
2020-10-01 04:19:42.183000+00:00,WalaCuMP,Codeguy,chesspract,0,1
2020-10-01 04:19:42.184000+00:00,WalaCuMP,Syrohell,DariPalma,0,1
2020-10-01 04:19:42.183000+00:00,WalaCuMP,kylegarcia04,Andreyy,1,0
2020-10-01 04:19:42.184000+00:00,WalaCuMP,jordhy,Mehrann62,0,1
2020-10-01 04:19:42.184000+00:00,WalaCuMP,dragonbr,Addam_hidayat,1,0
2020-10-01 04:19:42.184000+00:00,WalaCuMP,edwinkorir,William-white,1,0
2020-10-01 04:19:42.183000+00:00,WalaCuMP,Gomolemo,Akshay_kumar12,1,0
2020-10-01 04:19:42.184000+00:00,WalaCuMP,yash____17,Jaimetoro,1,0
2020-10-01 04:19:01.064000+00:00,WalaCuMP,unbeknownst,MzantsiTal,0,1
2020-10-01 04:19:01.064000+00:00,WalaCuMP,williamchoco,PseudoQuasi,0,1
2020-10-01 04:19:01.064000+00:00,WalaCuMP,PranjalPandey09,tyler2020,0,1
2020-10-01 04:19:01.064000+00:00,WalaCuMP,MCC_LIKITAN,Tomberlay,1,0
2020-10-01 04:19:01.064000+00:00,WalaCuMP,Lord_Lich,Akshay_88,1,0
2020-10-01 04:19:01.064000+00:00,WalaCuMP,yrrej78,Jan75,0,1
2020-10-01 04:19:01.064000+00:00,WalaCuMP,kyrmaocho,rj08,1,0
2020-10-01 04:19:01.064000+00:00,WalaCuMP,Bibikos,Bandu384,0,1
2020-10-01 04:19:01.064000+00:00,WalaCuMP,Maikolfraile,jtbk,0,1
2020-10-01 04:19:01.064000+00:00,WalaCuMP,kishanthakkar14,sofya66,0,1
2020-10-01 04:18:19.980000+00:00,WalaCuMP,Mr_HAMIDI,osamasalah,0,1
2020-10-01 04:18:19.980000+00:00,WalaCuMP,VedanshuB,lordboron,1,0
2020-10-01 04:18:19.980000+00:00,WalaCuMP,StabboCrabbo,Revealchess,0,1
